"fid","date.x","time","lat","long","date.y","maxave","minave","totals","vprph09","vprph15"
5,"9/4/2011","2:01:05",-36.273197,147.276881,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
5,"9/4/2011","2:01:05",-36.273197,147.276881,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
5,"9/4/2011","2:01:05",-36.273197,147.276881,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
5,"9/4/2011","2:01:05",-36.273197,147.276881,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
5,"9/4/2011","2:01:05",-36.273197,147.276881,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
5,"9/4/2011","2:01:05",-36.273197,147.276881,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
5,"9/4/2011","2:01:05",-36.273197,147.276881,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
6,"9/4/2011","2:31:05",-36.272344,147.275981,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
6,"9/4/2011","2:31:05",-36.272344,147.275981,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
6,"9/4/2011","2:31:05",-36.272344,147.275981,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
6,"9/4/2011","2:31:05",-36.272344,147.275981,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
6,"9/4/2011","2:31:05",-36.272344,147.275981,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
6,"9/4/2011","2:31:05",-36.272344,147.275981,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
6,"9/4/2011","2:31:05",-36.272344,147.275981,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
6,"9/4/2011","2:31:05",-36.272344,147.275981,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
7,"9/4/2011","3:01:05",-36.272808,147.276931,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
7,"9/4/2011","3:01:05",-36.272808,147.276931,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
7,"9/4/2011","3:01:05",-36.272808,147.276931,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
7,"9/4/2011","3:01:05",-36.272808,147.276931,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
7,"9/4/2011","3:01:05",-36.272808,147.276931,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
7,"9/4/2011","3:01:05",-36.272808,147.276931,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
7,"9/4/2011","3:01:05",-36.272808,147.276931,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
7,"9/4/2011","3:01:05",-36.272808,147.276931,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
8,"9/4/2011","3:31:05",-36.272803,147.276922,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
8,"9/4/2011","3:31:05",-36.272803,147.276922,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
8,"9/4/2011","3:31:05",-36.272803,147.276922,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
8,"9/4/2011","3:31:05",-36.272803,147.276922,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
8,"9/4/2011","3:31:05",-36.272803,147.276922,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
8,"9/4/2011","3:31:05",-36.272803,147.276922,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
8,"9/4/2011","3:31:05",-36.272803,147.276922,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
8,"9/4/2011","3:31:05",-36.272803,147.276922,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
9,"9/4/2011","4:01:05",-36.273036,147.276972,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
9,"9/4/2011","4:01:05",-36.273036,147.276972,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
9,"9/4/2011","4:01:05",-36.273036,147.276972,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
9,"9/4/2011","4:01:05",-36.273036,147.276972,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
9,"9/4/2011","4:01:05",-36.273036,147.276972,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
9,"9/4/2011","4:01:05",-36.273036,147.276972,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
9,"9/4/2011","4:01:05",-36.273036,147.276972,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
9,"9/4/2011","4:01:05",-36.273036,147.276972,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
10,"9/4/2011","4:31:05",-36.273039,147.276972,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
10,"9/4/2011","4:31:05",-36.273039,147.276972,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
10,"9/4/2011","4:31:05",-36.273039,147.276972,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
10,"9/4/2011","4:31:05",-36.273039,147.276972,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
10,"9/4/2011","4:31:05",-36.273039,147.276972,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
10,"9/4/2011","4:31:05",-36.273039,147.276972,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
10,"9/4/2011","4:31:05",-36.273039,147.276972,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
10,"9/4/2011","4:31:05",-36.273039,147.276972,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
11,"9/4/2011","5:00:56",-36.273033,147.276972,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
11,"9/4/2011","5:00:56",-36.273033,147.276972,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
11,"9/4/2011","5:00:56",-36.273033,147.276972,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
11,"9/4/2011","5:00:56",-36.273033,147.276972,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
11,"9/4/2011","5:00:56",-36.273033,147.276972,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
11,"9/4/2011","5:00:56",-36.273033,147.276972,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
11,"9/4/2011","5:00:56",-36.273033,147.276972,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
11,"9/4/2011","5:00:56",-36.273033,147.276972,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
12,"9/4/2011","5:31:05",-36.273053,147.276956,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
12,"9/4/2011","5:31:05",-36.273053,147.276956,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
12,"9/4/2011","5:31:05",-36.273053,147.276956,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
12,"9/4/2011","5:31:05",-36.273053,147.276956,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
12,"9/4/2011","5:31:05",-36.273053,147.276956,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
12,"9/4/2011","5:31:05",-36.273053,147.276956,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
12,"9/4/2011","5:31:05",-36.273053,147.276956,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
12,"9/4/2011","5:31:05",-36.273053,147.276956,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
13,"9/4/2011","6:01:05",-36.273036,147.276983,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
13,"9/4/2011","6:01:05",-36.273036,147.276983,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
13,"9/4/2011","6:01:05",-36.273036,147.276983,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
13,"9/4/2011","6:01:05",-36.273036,147.276983,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
13,"9/4/2011","6:01:05",-36.273036,147.276983,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
13,"9/4/2011","6:01:05",-36.273036,147.276983,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
13,"9/4/2011","6:01:05",-36.273036,147.276983,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
13,"9/4/2011","6:01:05",-36.273036,147.276983,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
14,"9/4/2011","6:31:05",-36.272169,147.276864,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
14,"9/4/2011","6:31:05",-36.272169,147.276864,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
14,"9/4/2011","6:31:05",-36.272169,147.276864,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
14,"9/4/2011","6:31:05",-36.272169,147.276864,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
14,"9/4/2011","6:31:05",-36.272169,147.276864,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
14,"9/4/2011","6:31:05",-36.272169,147.276864,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
14,"9/4/2011","6:31:05",-36.272169,147.276864,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
14,"9/4/2011","6:31:05",-36.272169,147.276864,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
15,"9/4/2011","7:01:05",-36.272822,147.276908,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
15,"9/4/2011","7:01:05",-36.272822,147.276908,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
15,"9/4/2011","7:01:05",-36.272822,147.276908,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
15,"9/4/2011","7:01:05",-36.272822,147.276908,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
15,"9/4/2011","7:01:05",-36.272822,147.276908,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
15,"9/4/2011","7:01:05",-36.272822,147.276908,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
15,"9/4/2011","7:01:05",-36.272822,147.276908,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
15,"9/4/2011","7:01:05",-36.272822,147.276908,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
16,"9/4/2011","7:31:05",-36.272828,147.276933,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
16,"9/4/2011","7:31:05",-36.272828,147.276933,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
16,"9/4/2011","7:31:05",-36.272828,147.276933,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
16,"9/4/2011","7:31:05",-36.272828,147.276933,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
16,"9/4/2011","7:31:05",-36.272828,147.276933,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
16,"9/4/2011","7:31:05",-36.272828,147.276933,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
16,"9/4/2011","7:31:05",-36.272828,147.276933,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
16,"9/4/2011","7:31:05",-36.272828,147.276933,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
17,"9/4/2011","8:01:05",-36.274144,147.279522,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
17,"9/4/2011","8:01:05",-36.274144,147.279522,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
17,"9/4/2011","8:01:05",-36.274144,147.279522,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
17,"9/4/2011","8:01:05",-36.274144,147.279522,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
17,"9/4/2011","8:01:05",-36.274144,147.279522,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
17,"9/4/2011","8:01:05",-36.274144,147.279522,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
17,"9/4/2011","8:01:05",-36.274144,147.279522,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
17,"9/4/2011","8:01:05",-36.274144,147.279522,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
18,"9/4/2011","8:31:05",-36.274136,147.279531,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
18,"9/4/2011","8:31:05",-36.274136,147.279531,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
18,"9/4/2011","8:31:05",-36.274136,147.279531,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
18,"9/4/2011","8:31:05",-36.274136,147.279531,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
18,"9/4/2011","8:31:05",-36.274136,147.279531,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
18,"9/4/2011","8:31:05",-36.274136,147.279531,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
18,"9/4/2011","8:31:05",-36.274136,147.279531,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
18,"9/4/2011","8:31:05",-36.274136,147.279531,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
19,"9/4/2011","9:00:56",-36.274078,147.279536,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
19,"9/4/2011","9:00:56",-36.274078,147.279536,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
19,"9/4/2011","9:00:56",-36.274078,147.279536,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
19,"9/4/2011","9:00:56",-36.274078,147.279536,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
19,"9/4/2011","9:00:56",-36.274078,147.279536,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
19,"9/4/2011","9:00:56",-36.274078,147.279536,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
19,"9/4/2011","9:00:56",-36.274078,147.279536,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
19,"9/4/2011","9:00:56",-36.274078,147.279536,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
20,"9/4/2011","9:31:05",-36.274081,147.279503,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
20,"9/4/2011","9:31:05",-36.274081,147.279503,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
20,"9/4/2011","9:31:05",-36.274081,147.279503,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
20,"9/4/2011","9:31:05",-36.274081,147.279503,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
20,"9/4/2011","9:31:05",-36.274081,147.279503,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
20,"9/4/2011","9:31:05",-36.274081,147.279503,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
20,"9/4/2011","9:31:05",-36.274081,147.279503,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
20,"9/4/2011","9:31:05",-36.274081,147.279503,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
21,"9/4/2011","10:01:05",-36.274089,147.279464,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
21,"9/4/2011","10:01:05",-36.274089,147.279464,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
21,"9/4/2011","10:01:05",-36.274089,147.279464,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
21,"9/4/2011","10:01:05",-36.274089,147.279464,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
21,"9/4/2011","10:01:05",-36.274089,147.279464,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
21,"9/4/2011","10:01:05",-36.274089,147.279464,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
21,"9/4/2011","10:01:05",-36.274089,147.279464,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
21,"9/4/2011","10:01:05",-36.274089,147.279464,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
22,"9/4/2011","10:31:05",-36.274114,147.279539,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
22,"9/4/2011","10:31:05",-36.274114,147.279539,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
22,"9/4/2011","10:31:05",-36.274114,147.279539,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
22,"9/4/2011","10:31:05",-36.274114,147.279539,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
22,"9/4/2011","10:31:05",-36.274114,147.279539,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
22,"9/4/2011","10:31:05",-36.274114,147.279539,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
22,"9/4/2011","10:31:05",-36.274114,147.279539,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
22,"9/4/2011","10:31:05",-36.274114,147.279539,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
23,"9/4/2011","11:01:05",-36.274361,147.279475,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
23,"9/4/2011","11:01:05",-36.274361,147.279475,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
23,"9/4/2011","11:01:05",-36.274361,147.279475,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
23,"9/4/2011","11:01:05",-36.274361,147.279475,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
23,"9/4/2011","11:01:05",-36.274361,147.279475,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
23,"9/4/2011","11:01:05",-36.274361,147.279475,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
23,"9/4/2011","11:01:05",-36.274361,147.279475,"2011-04-15",19.5399990081787,6.04666662216187,0,11.5228891372681,12.0746669769287
23,"9/4/2011","11:01:05",-36.274361,147.279475,"2011-04-16",19.6744441986084,7.59222221374512,0,10.4262218475342,10.0457773208618
24,"9/4/2011","11:31:05",-36.274364,147.279408,"2011-04-09",24.3155555725098,8.77999973297119,0,12.5651111602783,14.0291109085083
24,"9/4/2011","11:31:05",-36.274364,147.279408,"2011-04-10",15.9022226333618,9.56555557250977,13.6777772903442,12.2006664276123,10.8691110610962
24,"9/4/2011","11:31:05",-36.274364,147.279408,"2011-04-11",14.2211112976074,4.79333353042603,3.64444446563721,10.3528890609741,9.65244483947754
24,"9/4/2011","11:31:05",-36.274364,147.279408,"2011-04-12",12.1911115646362,7.36555528640747,3.45555543899536,11.1095552444458,11.6668891906738
24,"9/4/2011","11:31:05",-36.274364,147.279408,"2011-04-13",13.7855558395386,8.33555507659912,17.7333335876465,11.2695560455322,10.7457780838013
24,"9/4/2011","11:31:05",-36.274364,147.279408,"2011-04-14",15.7344446182251,6.66888904571533,0.0555555559694767,11.4340000152588,12.0657777786255
